# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun  8 13:38:15 2020
#
# User preference: *
#
# CONSTRAINT:  where (st_teffstr not null
# CONSTRAINT:  and pl_massestr <= 120
# CONSTRAINT:  and pl_radestr not null)
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility
LTT 3780,b,LTT 3780 b,Transit,0,2,0.76844800,0.00005500,-0.00005300,0,0.012110,0.000120,-0.000120,0,0.000000,,,0,87.100,1.800,-1.700,0,0.00824,0.00151,-0.00145,0,Mass,0.119,0.006,-0.007,0,6.10000,1.80000,-1.50000,0,0,0,0,0,10h18m34.78s,154.644917,-11d43m04.08s,-11.717800,21.98,0.04,-0.04,0,22.00,0.04,-0.04,0,13.070,0.015,0,V (Johnson),11.846,,0,3331.00,157.00,-157.00,0,0.40,0.01,-0.01,0,0.37,0.01,-0.01,0,2020-06-04,2.62000,0.48000,-0.46000,0,1.332,0.072,-0.075,0,Transiting Exoplanet Survey Satellite (TESS)
Kepler-406,c,Kepler-406 c,Transit,0,2,4.62332000,,,0,,,,,,,,,,,,,0.00900,0.00600,-0.00600,0,Mass,0.076,0.003,-0.003,0,24.39000,16.13000,-16.13000,0,0,1,0,1,19h27m23.53s,291.848044,+44d58m05.6s,44.968224,367.86,3.42,-3.42,0,367.86,3.42,-3.42,0,12.520,,0,Kepler-band,12.490,,0,5538.00,75.00,-75.00,0,1.07,0.06,-0.06,0,1.07,0.02,-0.02,0,2014-05-14,2.71000,1.80000,-1.80000,0,0.850,0.030,-0.030,0,Kepler
Kepler-114,c,Kepler-114 c,Transit,0,3,8.04100000,,,0,,,,,,,,,,,,,0.00900,0.00200,-0.00200,0,Mass,0.143,0.016,-0.016,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,13.738,,0,Kepler-band,13.712,,0,4605.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,2.80000,0.60000,-0.60000,0,1.600,0.180,-0.180,0,Kepler
Kepler-11,c,Kepler-11 c,Transit,0,6,13.02410000,0.00130000,-0.00080000,0,0.107000,0.001000,-0.001000,0,0.026000,0.063000,-0.013000,0,89.590,0.410,-0.160,0,0.00900,0.00900,-0.00500,0,Mass,0.256,0.004,-0.005,0,0.66000,0.66000,-0.35000,0,1,1,0,1,19h48m27.63s,297.115123,+41d54m32.9s,41.909138,658.59,6.57,-6.57,0,658.59,6.57,-6.57,0,14.200,,0,V (Johnson),13.706,,0,5663.00,55.00,-66.00,0,0.96,0.03,-0.03,0,1.06,0.02,-0.02,0,2014-05-14,2.90000,2.90000,-1.60000,0,2.870,0.050,-0.060,0,Kepler
Kepler-100,d,Kepler-100 d,Transit,0,3,35.33310000,,,0,,,,,,,,,,,,,0.00944,,,1,Mass,0.144,0.004,-0.004,0,,,,,0,1,0,1,19h25m32.63s,291.385979,+41d59m25.0s,41.990273,307.34,1.77,-1.77,0,307.34,1.77,-1.77,0,11.197,,0,Kepler-band,11.129,,0,5825.00,75.00,-75.00,0,1.08,0.06,-0.06,0,1.49,0.04,-0.04,0,2016-10-13,3.00000,,,1,1.610,0.050,-0.050,0,Kepler
Kepler-102,c,Kepler-102 c,Transit,0,5,7.07142000,,,0,,,,,,,,,,,,,0.00944,,,1,Mass,0.052,0.002,-0.002,0,,,,,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909.00,41.00,-41.00,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,2016-10-13,3.00000,,,1,0.580,0.020,-0.020,0,Kepler
CoRoT-7,b,CoRoT-7 b,Transit,0,2,0.85359163,0.00000001,-0.00000001,0,,,,,0.000000,,,0,80.100,0.300,-0.300,0,0.01000,0.00000,0.00000,0,Mass,0.150,0.010,-0.010,0,,,,,0,0,0,0,06h43m49.47s,100.956125,-01d03m46.9s,-1.063033,160.64,0.91,-0.91,0,160.64,0.91,-0.91,0,11.668,0.008,0,V (Johnson),11.524,,0,5275.00,75.00,-75.00,0,0.82,0.17,-0.17,0,0.83,0.04,-0.04,0,2018-12-06,3.17830,0.00000,0.00000,0,1.681,0.112,-0.112,0,CoRoT
Kepler-37,b,Kepler-37 b,Transit,0,4,13.36731000,0.00007100,-0.00007100,0,,,,,0.000000,,,0,88.630,0.410,-0.410,0,0.01000,0.01000,-0.01000,0,Mass,0.030,0.000,0.000,0,,,,,0,1,0,0,18h56m14.32s,284.059660,+44d31m05.3s,44.518131,64.04,0.12,-0.12,0,64.04,0.12,-0.12,0,9.705,,0,Kepler-band,9.550,,0,5417.00,75.00,-75.00,0,0.87,0.15,-0.15,0,0.79,0.03,-0.03,0,2018-04-26,3.17830,3.17830,-3.17830,0,0.336,0.000,0.000,0,Kepler
Kepler-78,b,Kepler-78 b,Transit,0,1,0.35500744,0.00000006,-0.00000006,0,,,,,,,,,79.000,12.500,-12.500,0,0.01000,0.00000,0.00000,0,Mass,0.100,0.010,-0.010,0,,,,,0,1,0,2,19h34m58.01s,293.741690,+44d26m54.0s,44.448330,124.82,0.33,-0.33,0,124.82,0.33,-0.33,0,11.551,,0,Kepler-band,11.529,,0,5089.00,50.00,-50.00,0,0.84,0.32,-0.32,0,0.75,0.03,-0.03,0,2018-12-06,3.17830,0.00000,0.00000,0,1.121,0.112,-0.112,0,Kepler
Kepler-93,b,Kepler-93 b,Transit,0,2,4.72674000,0.00000100,-0.00000100,0,,,,,0.000000,,,0,89.180,0.040,-0.040,0,0.01000,0.00000,0.00000,0,Mass,0.140,0.010,-0.010,0,,,,,0,1,0,1,19h25m40.39s,291.418281,+38d40m20.5s,38.672354,96.18,0.22,-0.22,0,96.18,0.22,-0.22,0,9.931,,0,Kepler-band,9.862,,0,5669.00,75.00,-75.00,0,1.09,0.14,-0.14,0,0.98,0.04,-0.04,0,2018-04-26,3.17830,0.00000,0.00000,0,1.569,0.112,-0.112,0,Kepler
Kepler-407,b,Kepler-407 b,Transit,0,2,0.66931000,,,0,,,,,,,,,,,,,0.01007,,,1,Mass,0.095,0.002,-0.002,0,,,,,0,1,0,1,19h04m08.72s,286.036347,+49d36m52.2s,49.614506,341.69,2.54,-2.54,0,341.69,2.54,-2.54,0,12.521,,0,Kepler-band,12.507,,0,5476.00,75.00,-75.00,0,1.00,0.06,-0.06,0,1.01,0.07,-0.07,0,2016-10-13,3.20000,,,1,1.070,0.020,-0.020,0,Kepler
Kepler-107,b,Kepler-107 b,Transit,0,4,3.18002180,0.00000290,-0.00000290,0,0.045440,0.000350,-0.000350,0,0.000000,,,0,89.050,0.670,-0.670,0,0.01104,0.00478,-0.00478,0,Mass,0.137,0.002,-0.002,0,5.30000,2.30000,-2.30000,0,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.50,5.50,-5.50,0,534.05,5.77,-5.77,0,12.700,,0,V (Johnson),12.463,,0,5854.00,61.00,-61.00,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,2019-07-11,3.51000,1.52000,-1.52000,0,1.536,0.025,-0.025,0,Kepler
Kepler-97,b,Kepler-97 b,Transit,0,2,2.58664000,,,0,,,,,,,,,,,,,0.01100,0.00600,-0.00600,0,Mass,0.132,0.012,-0.012,0,5.44000,3.48000,-3.48000,0,0,1,0,1,19h09m18.39s,287.326624,+48d40m24.4s,48.673431,405.58,3.58,-3.58,0,405.58,3.58,-3.58,0,12.872,,0,Kepler-band,12.813,,0,5779.00,74.00,-74.00,0,0.94,0.06,-0.06,0,0.98,0.09,-0.09,0,2014-05-14,3.51000,1.90000,-1.90000,0,1.480,0.130,-0.130,0,Kepler
Kepler-98,b,Kepler-98 b,Transit,0,1,1.54168000,,,0,,,,,,,,,,,,,0.01100,0.00500,-0.00500,0,Mass,0.178,0.020,-0.020,0,2.18000,1.21000,-1.21000,0,0,1,0,1,19h02m38.80s,285.661662,+37d57m52.2s,37.964506,353.87,2.99,-2.99,0,353.87,2.99,-2.99,0,12.899,,0,Kepler-band,12.869,,0,5539.00,73.00,-73.00,0,0.99,0.06,-0.06,0,1.11,0.12,-0.12,0,2014-05-14,3.55000,1.60000,-1.60000,0,1.990,0.220,-0.220,0,Kepler
Kepler-307,c,Kepler-307 c,Transit,0,2,13.07290000,0.00120000,-0.00120000,0,,,,,,,,,,,,,0.01145,0.00205,-0.00182,0,Mass,0.196,0.006,-0.006,0,1.74000,0.30000,-0.30000,0,1,1,0,2,19h51m10.83s,297.795132,+40d25m03.7s,40.417703,585.27,5.35,-5.35,0,585.27,5.35,-5.35,0,14.072,,0,Kepler-band,14.056,,0,5367.00,94.00,-94.00,0,0.91,0.03,-0.03,0,0.81,0.02,-0.02,0,2016-04-07,3.64000,0.65000,-0.58000,0,2.200,0.070,-0.070,0,Kepler
GJ 143,c,HD 21749 c,Transit,0,2,7.78993000,0.00051000,-0.00044000,0,0.069500,0.002100,-0.002300,0,,,,,88.900,0.500,-0.370,0,0.01164,,,1,Mass,0.080,0.006,-0.005,0,31.93000,,,1,0,0,0,0,03h26m59.22s,51.746769,-63d29m56.8s,-63.499100,16.33,0.01,-0.01,0,16.33,0.01,-0.01,0,7.870,,0,V (Johnson),7.679,,0,4640.00,100.00,-100.00,0,0.73,0.07,-0.07,0,0.69,0.03,-0.03,0,2019-04-25,3.70000,,,1,0.892,0.064,-0.058,0,Transiting Exoplanet Survey Satellite (TESS)
Kepler-101,c,Kepler-101 c,Transit,0,2,6.02976000,0.00007500,-0.00007500,0,0.068400,0.001400,-0.001400,0,0.000000,,,0,84.600,3.400,-3.100,0,0.01000,,,1,Mass,0.112,0.017,-0.015,0,10.50000,,,1,0,1,0,1,18h53m01.32s,283.255489,+48d21m18.8s,48.355228,953.44,15.50,-15.50,0,953.44,15.50,-15.50,0,13.800,,0,V (Johnson),13.567,,0,5667.00,50.00,-50.00,0,1.17,0.07,-0.05,0,1.56,0.20,-0.20,0,2014-09-25,3.78000,,,1,1.250,0.190,-0.170,0,Kepler
Kepler-102,d,Kepler-102 d,Transit,0,5,10.31170000,,,0,,,,,,,,,,,,,0.01200,0.00600,-0.00600,0,Mass,0.105,0.004,-0.004,0,13.27000,6.46000,-6.46000,0,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909.00,41.00,-41.00,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,2014-05-14,3.80000,1.80000,-1.80000,0,1.180,0.040,-0.040,0,Kepler
Kepler-107,d,Kepler-107 d,Transit,0,4,7.95839000,0.00012000,-0.00012000,0,0.083770,0.000650,-0.000650,0,0.000000,,,0,87.550,0.640,-0.480,0,0.01196,,,1,Mass,0.077,0.005,-0.005,0,33.10000,,,1,0,1,0,1,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,525.50,5.50,-5.50,0,534.05,5.77,-5.77,0,12.700,,0,V (Johnson),12.463,,0,5854.00,61.00,-61.00,0,1.24,0.03,-0.03,0,1.45,0.01,-0.01,0,2019-07-11,3.80000,,,1,0.860,0.060,-0.060,0,Kepler
Kepler-36,b,Kepler-36 b,Transit,0,2,13.86825000,0.00050000,-0.00050000,0,,,,,0.000000,,,0,,,,,0.01205,0.00035,-0.00031,0,Mass,0.134,0.005,-0.004,0,6.26000,0.79000,-0.64000,0,1,1,0,1,19h25m00.05s,291.250191,+49d13m54.6s,49.231827,470.00,,,0,536.07,6.18,-6.18,0,11.866,,0,Kepler-band,12.077,,0,5979.00,60.00,-60.00,0,1.03,0.02,-0.02,0,1.63,0.04,-0.04,0,2020-05-07,3.83000,0.11000,-0.10000,0,1.498,0.061,-0.049,0,Kepler
Kepler-60,c,Kepler-60 c,Transit,0,3,8.91870000,0.00020000,-0.00020000,0,,,,,,,,,,,,,0.01211,0.00255,-0.00255,0,Mass,0.170,0.013,-0.013,0,3.06000,1.14000,-0.86000,0,1,1,0,1,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,1056.17,20.64,-20.64,0,1056.17,20.64,-20.64,0,13.959,,0,Kepler-band,13.913,,0,5905.00,144.00,-144.00,0,1.04,0.08,-0.08,0,1.26,0.09,-0.09,0,2016-04-07,3.85000,0.81000,-0.81000,0,1.900,0.150,-0.150,0,Kepler
K2-36,b,K2-36 b,Transit,0,2,1.42261400,0.00003800,-0.00003800,0,0.022300,0.000400,-0.000400,0,0.000000,,,0,84.450,0.780,-0.480,0,0.01227,0.00346,-0.00346,0,Mass,0.128,0.007,-0.007,0,7.20000,2.50000,-2.10000,0,0,0,1,1,11h17m47.78s,169.449066,+03d51m59.0s,3.866393,110.09,0.61,-0.61,0,110.09,0.61,-0.61,0,11.800,0.030,0,V (Johnson),11.527,,0,4916.00,35.00,-37.00,0,0.79,0.01,-0.01,0,0.72,0.01,-0.01,0,2019-08-15,3.90000,1.10000,-1.10000,0,1.430,0.080,-0.080,0,K2
Kepler-114,d,Kepler-114 d,Transit,0,3,11.77600000,,,0,,,,,,,,,,,,,0.01200,0.00500,-0.00500,0,Mass,0.226,0.025,-0.025,0,,,,,1,1,0,1,19h36m29.14s,294.121421,+48d20m58.3s,48.349525,261.49,1.32,-1.32,0,261.49,1.32,-1.32,0,13.738,,0,Kepler-band,13.712,,0,4605.00,100.00,-100.00,0,,,,,0.67,0.04,-0.04,0,2014-05-14,3.90000,1.70000,-1.70000,0,2.530,0.280,-0.280,0,Kepler
Kepler-48,b,Kepler-48 b,Transit,0,4,4.77800000,,,0,,,,,,,,,,,,,0.01240,0.00661,-0.00661,0,Mass,0.168,0.009,-0.009,0,3.23000,1.84000,-1.84000,0,1,1,0,1,19h56m33.41s,299.139212,+40d56m56.5s,40.949020,309.47,1.83,-1.83,0,309.47,1.83,-1.83,0,13.040,,0,Kepler-band,13.077,,0,5194.00,73.00,-73.00,0,0.88,0.06,-0.06,0,0.89,0.05,-0.05,0,2016-10-27,3.94000,2.10000,-2.10000,0,1.880,0.100,-0.100,0,Kepler
Kepler-289,d,Kepler-289 d,Transit,0,3,66.06340000,0.01140000,-0.01140000,0,0.330000,0.020000,-0.020000,0,,,,,89.730,0.200,-0.380,0,0.01300,0.00300,-0.00300,0,Mass,0.239,0.015,-0.015,0,1.20000,0.30000,-0.30000,0,1,1,0,1,19h49m51.68s,297.465344,+42d52m58.3s,42.882850,700.00,14.00,-14.00,0,718.95,9.10,-9.10,0,13.956,,0,Kepler-band,13.963,,0,5990.00,38.00,-38.00,0,1.08,0.02,-0.02,0,1.00,0.02,-0.02,0,2014-11-19,4.00000,0.90000,-0.90000,0,2.680,0.170,-0.170,0,Kepler
Kepler-51,c,Kepler-51 c,Transit,0,3,85.31200000,0.00300000,-0.00200000,0,0.384000,0.015000,-0.015000,0,0.014000,0.013000,-0.009000,0,,,,,0.01300,0.00100,-0.00100,0,Mass,0.803,0.250,-0.152,0,0.03000,0.02000,-0.03000,0,1,1,0,1,19h45m55.15s,296.479776,+49d56m15.7s,49.937683,801.76,13.96,-13.96,0,801.76,13.96,-13.96,0,14.669,,0,Kepler-band,14.678,,0,6018.00,107.00,-107.00,0,1.04,0.12,-0.12,0,0.94,0.50,-0.50,0,2014-05-14,4.00000,0.40000,-0.40000,0,9.000,2.800,-1.700,0,Kepler
Kepler-62,c,Kepler-62 c,Transit,0,5,12.44170000,0.00010000,-0.00010000,0,0.092900,0.000900,-0.000900,0,,,,,89.700,0.200,-0.200,0,0.01300,,,1,Mass,0.048,0.003,-0.003,0,,,,,0,1,0,1,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,368.00,,,0,303.51,1.23,-1.23,0,13.725,,0,Kepler-band,13.720,,0,4925.00,70.00,-70.00,0,0.69,0.02,-0.02,0,0.64,0.02,-0.02,0,2014-05-14,4.00000,,,1,0.540,0.030,-0.030,0,Kepler
GJ 9827,d,GJ 9827 d,Transit,0,3,6.20146980,0.00006260,-0.00006110,0,0.055910,0.000590,-0.000410,0,0.000000,,,0,87.443,0.045,-0.045,0,0.01271,0.00258,-0.00264,0,Mass,0.180,0.004,-0.004,0,2.69000,0.58000,-0.57000,0,0,0,1,1,23h27m04.83s,351.770142,-01d17m10.6s,-1.286273,29.69,0.05,-0.05,0,29.69,0.05,-0.05,0,10.250,0.138,0,V (Johnson),9.838,,0,4340.00,40.00,-53.00,0,0.61,0.02,-0.01,0,0.60,0.01,0.00,0,2019-08-29,4.04000,0.82000,-0.84000,0,2.022,0.046,-0.043,0,K2
Kepler-79,e,Kepler-79 e,Transit,0,4,81.06590000,0.00130000,-0.00110000,0,0.386000,0.005000,-0.005000,0,0.012000,0.044000,-0.005000,0,89.130,0.020,-0.020,0,0.01300,0.00380,-0.00350,0,Mass,0.311,0.012,-0.012,0,0.53000,0.15000,-0.15000,0,1,1,0,1,20h02m04.11s,300.517131,+44d22m53.7s,44.381580,1051.43,17.98,-17.98,0,1051.43,17.98,-17.98,0,13.914,,0,Kepler-band,13.882,,0,6174.00,83.00,-117.00,0,1.17,0.04,-0.04,0,1.30,0.03,-0.03,0,2016-03-10,4.10000,1.20000,-1.10000,0,3.490,0.140,-0.140,0,Kepler
Kepler-80,e,Kepler-80 e,Transit,0,6,4.64489000,0.00020000,-0.00019000,0,0.049100,0.000700,-0.000700,0,,,,,88.790,0.840,-1.070,0,0.01299,0.00255,-0.00299,0,Mass,0.143,0.007,-0.006,0,3.75000,0.89000,-0.97000,0,1,1,0,1,19h44m27.02s,296.112564,+39d58m43.6s,39.978779,357.00,,,0,373.41,2.93,-2.93,0,14.804,,0,Kepler-band,14.756,,0,4540.00,100.00,-100.00,0,0.73,0.03,-0.03,0,0.68,0.02,-0.02,0,2016-08-04,4.13000,0.81000,-0.95000,0,1.600,0.080,-0.070,0,Kepler
Kepler-60,d,Kepler-60 d,Transit,0,3,11.89810000,0.00020000,-0.00020000,0,,,,,,,,,,,,,0.01309,0.00264,-0.00236,0,Mass,0.178,0.014,-0.014,0,2.91000,1.03000,-0.78000,0,1,1,0,1,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,1056.17,20.64,-20.64,0,1056.17,20.64,-20.64,0,13.959,,0,Kepler-band,13.913,,0,5905.00,144.00,-144.00,0,1.04,0.08,-0.08,0,1.26,0.09,-0.09,0,2016-04-07,4.16000,0.84000,-0.75000,0,1.990,0.160,-0.160,0,Kepler
Kepler-60,b,Kepler-60 b,Transit,0,3,7.13340000,0.00010000,-0.00010000,0,,,,,,,,,,,,,0.01318,0.00176,-0.00164,0,Mass,0.153,0.012,-0.012,0,4.62000,1.40000,-1.10000,0,1,1,0,1,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,1056.17,20.64,-20.64,0,1056.17,20.64,-20.64,0,13.959,,0,Kepler-band,13.913,,0,5905.00,144.00,-144.00,0,1.04,0.08,-0.08,0,1.26,0.09,-0.09,0,2016-04-07,4.19000,0.56000,-0.52000,0,1.710,0.130,-0.130,0,Kepler
Kepler-102,b,Kepler-102 b,Transit,0,5,5.28696000,,,0,,,,,,,,,,,,,0.01353,,,1,Mass,0.042,0.002,-0.002,0,,,,,0,1,0,1,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,108.13,0.22,-0.22,0,108.13,0.22,-0.22,0,11.492,,0,Kepler-band,11.478,,0,4909.00,41.00,-41.00,0,0.81,0.04,-0.09,0,0.76,0.07,-0.07,0,2016-10-13,4.30000,,,1,0.470,0.020,-0.020,0,Kepler
HD 219134,c,HD 219134 c,Radial Velocity,0,6,6.76458000,0.00033000,-0.00033000,0,0.065300,0.000800,-0.000800,0,0.062000,0.039000,-0.039000,0,87.280,0.100,-0.100,0,0.01372,0.00069,-0.00069,0,Mass,0.135,0.004,-0.004,0,6.95000,0.77000,-0.77000,0,0,0,0,0,23h13m16.98s,348.320740,+57d10m06.1s,57.168354,6.53,0.00,0.00,0,6.53,0.00,0.00,0,5.570,,0,V (Johnson),5.208,,0,4699.00,16.00,-16.00,0,0.81,0.03,-0.03,0,0.78,0.01,-0.01,0,2017-03-16,4.36000,0.22000,-0.22000,0,1.511,0.047,-0.047,0,Roque de los Muchachos Observatory
Kepler-29,c,Kepler-29 c,Transit,0,2,13.28613000,0.00026000,-0.00021000,0,,,,,0.000000,,,0,,,,,0.01416,0.00346,-0.00346,0,Mass,0.209,0.011,-0.010,0,1.91000,0.57000,-0.54000,0,1,1,0,1,19h53m23.60s,298.348324,+47d29m28.4s,47.491226,851.90,27.37,-27.37,0,851.90,27.37,-27.37,0,15.282,,0,Kepler-band,15.282,,0,5378.00,60.00,-60.00,0,0.76,0.02,-0.03,0,0.73,0.03,-0.03,0,2020-05-07,4.50000,1.10000,-1.10000,0,2.340,0.120,-0.110,0,Kepler
Kepler-105,c,Kepler-105 c,Transit,0,2,7.12620000,0.00020000,-0.00020000,0,,,,,,,,,,,,,0.01447,0.00289,-0.00267,0,Mass,0.117,0.006,-0.006,0,11.20000,3.00000,-2.56000,0,1,1,0,1,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,465.33,5.56,-5.56,0,465.33,5.56,-5.56,0,12.791,,0,Kepler-band,12.802,,0,5827.00,94.00,-94.00,0,0.96,0.05,-0.05,0,0.89,0.04,-0.04,0,2016-04-07,4.60000,0.92000,-0.85000,0,1.310,0.070,-0.070,0,Kepler
