# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Mon Jun 22 17:27:19 2020
#
# User preference: *
#
# CONSTRAINT:  where (pl_discmethod like '%transit%'
# CONSTRAINT:  and pl_radestr not null
# CONSTRAINT:  and pl_facility like '%kepler%')
#
# COLUMN pl_hostname:    Host Name
# COLUMN pl_letter:      Planet Letter
# COLUMN pl_name:        Planet Name
# COLUMN pl_discmethod:  Discovery Method
# COLUMN pl_controvflag: Controversial Flag
# COLUMN pl_pnum:        Number of Planets in System
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_orbincl:     Inclination [deg]
# COLUMN pl_orbinclerr1: Inclination Upper Unc. [deg]
# COLUMN pl_orbinclerr2: Inclination Lower Unc. [deg]
# COLUMN pl_orbincllim:  Inclination Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i) [Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i) Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i) Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i) Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or M*sin(i) Provenance
# COLUMN pl_radj:        Planet Radius [Jupiter radii]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter radii]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter radii]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_dens:        Planet Density [g/cm**3]
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3]
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3]
# COLUMN pl_denslim:     Planet Density Limit Flag
# COLUMN pl_ttvflag:     TTV Flag
# COLUMN pl_kepflag:     Kepler Field Flag
# COLUMN pl_k2flag:      K2 Mission Flag
# COLUMN pl_nnotes:      Number of Notes
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN st_dist:        Distance [pc]
# COLUMN st_disterr1:    Distance Upper Unc. [pc]
# COLUMN st_disterr2:    Distance Lower Unc. [pc]
# COLUMN st_distlim:     Distance Limit Flag
# COLUMN gaia_dist:      Gaia Distance [pc]
# COLUMN gaia_disterr1:  Gaia Distance Upper Unc. [pc]
# COLUMN gaia_disterr2:  Gaia Distance Lower Unc. [pc]
# COLUMN gaia_distlim:   Gaia Distance Limit Flag
# COLUMN st_optmag:      Optical Magnitude [mag]
# COLUMN st_optmagerr:   Optical Magnitude Unc. [mag]
# COLUMN st_optmaglim:   Optical Magnitude Limit Flag
# COLUMN st_optband:     Optical Magnitude Band
# COLUMN gaia_gmag:      G-band (Gaia) [mag]
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag]
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_masse:       Planet Mass [Earth mass]
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass]
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass]
# COLUMN pl_masselim:    Planet Mass Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth radii]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_facility:    Discovery Facility
#
pl_hostname,pl_letter,pl_name,pl_discmethod,pl_controvflag,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_facility
Kepler-1269,b,Kepler-1269 b,Transit,0,1,37.33315360,0.00032100,-0.00032100,0,,,,,,,,,,,,,,,,,,0.145,0.041,-0.016,0,,,,,0,1,0,1,19h11m13.34s,287.805581,+45d20m26.0s,45.340549,710.00,192.20,-80.27,0,1132.99,22.26,-22.26,0,13.611,,0,Kepler-band,13.570,,0,5998.00,88.20,-88.22,0,1.10,0.09,-0.06,0,1.15,0.32,-0.12,0,2016-05-10,,,,,1.630,0.460,-0.180,0,Kepler
Kepler-127,b,Kepler-127 b,Transit,0,3,14.43588900,0.00006300,-0.00006300,0,0.125000,,,0,,,,,,,,,,,,,,0.125,0.004,-0.004,0,,,,,0,1,0,1,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,356.41,2.71,-2.71,0,356.41,2.71,-2.71,0,11.485,,0,Kepler-band,11.438,,0,6106.00,106.00,-106.00,0,,,,,1.36,0.04,-0.04,0,2014-05-14,,,,,1.400,0.050,-0.050,0,Kepler
Kepler-127,c,Kepler-127 c,Transit,0,3,29.39319500,0.00007300,-0.00007300,0,0.200000,,,0,,,,,,,,,,,,,,0.237,0.012,-0.012,0,,,,,1,1,0,1,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,356.41,2.71,-2.71,0,356.41,2.71,-2.71,0,11.485,,0,Kepler-band,11.438,,0,6106.00,106.00,-106.00,0,,,,,1.36,0.04,-0.04,0,2014-05-14,,,,,2.660,0.140,-0.140,0,Kepler
Kepler-127,d,Kepler-127 d,Transit,0,3,48.63040800,0.00012800,-0.00012800,0,0.280000,,,0,,,,,,,,,,,,,,0.236,0.012,-0.012,0,,,,,0,1,0,1,19h00m45.60s,285.189985,+46d01m40.7s,46.027962,356.41,2.71,-2.71,0,356.41,2.71,-2.71,0,11.485,,0,Kepler-band,11.438,,0,6106.00,106.00,-106.00,0,,,,,1.36,0.04,-0.04,0,2014-05-14,,,,,2.640,0.140,-0.140,0,Kepler
Kepler-1270,b,Kepler-1270 b,Transit,0,1,6.03356196,0.00006551,-0.00006551,0,,,,,,,,,,,,,,,,,,0.296,0.027,-0.058,0,,,,,0,1,0,1,19h06m51.75s,286.715634,+48d38m43.0s,48.645279,1204.00,110.86,-145.11,0,1130.82,15.69,-15.69,0,13.274,,0,Kepler-band,13.285,,0,5047.00,40.17,-34.17,0,1.28,0.01,-0.11,0,3.38,0.30,-0.41,0,2016-05-10,,,,,3.320,0.300,-0.650,0,Kepler
Kepler-1271,b,Kepler-1271 b,Transit,0,1,3.02559550,0.00001160,-0.00001160,0,,,,,,,,,,,,,,,,,,0.132,0.021,-0.014,0,,,,,0,1,0,1,19h05m22.63s,286.344287,+37d24m43.1s,37.411973,885.00,131.56,-95.94,0,852.09,19.45,-19.45,0,13.925,,0,Kepler-band,13.868,,0,6143.00,81.37,-88.49,0,1.13,0.06,-0.06,0,1.23,0.18,-0.13,0,2016-05-10,,,,,1.480,0.230,-0.160,0,Kepler
Kepler-1272,b,Kepler-1272 b,Transit,0,1,51.13097040,0.00045140,-0.00045140,0,,,,,,,,,,,,,,,,,,0.211,0.062,-0.029,0,,,,,0,1,0,1,19h00m52.76s,285.219843,+38d48m21.2s,38.805878,896.00,222.28,-96.23,0,1249.52,34.91,-34.91,0,14.423,,0,Kepler-band,14.384,,0,5926.00,95.26,-135.18,0,1.06,0.08,-0.07,0,1.09,0.27,-0.11,0,2016-05-10,,,,,2.370,0.700,-0.320,0,Kepler
Kepler-1273,b,Kepler-1273 b,Transit,0,1,28.62565300,0.00021740,-0.00021740,0,,,,,,,,,,,,,,,,,,0.222,0.029,-0.017,0,,,,,0,1,0,1,19h03m12.77s,285.803226,+44d52m24.3s,44.873428,1355.00,171.94,-90.29,0,1149.99,50.57,-50.57,0,15.826,,0,Kepler-band,15.796,,0,5566.00,77.45,-71.25,0,0.94,0.04,-0.05,0,0.91,0.12,-0.06,0,2016-05-10,,,,,2.490,0.330,-0.190,0,Kepler
Kepler-1274,b,Kepler-1274 b,Transit,0,1,6.98152703,0.00006708,-0.00006708,0,,,,,,,,,,,,,,,,,,0.127,0.009,-0.009,0,,,,,0,1,0,1,18h58m22.49s,284.593715,+46d26m59.2s,46.449776,609.00,38.18,-35.48,0,625.54,11.45,-11.45,0,11.752,,0,Kepler-band,11.682,,0,6179.00,54.41,-48.15,0,1.45,0.06,-0.05,0,2.17,0.13,-0.12,0,2016-05-10,,,,,1.420,0.100,-0.100,0,Kepler
Kepler-1275,b,Kepler-1275 b,Transit,0,1,3.65691115,0.00001583,-0.00001583,0,,,,,,,,,,,,,,,,,,0.132,0.058,-0.024,0,,,,,0,1,0,1,19h34m00.12s,293.500497,+44d55m56.8s,44.932457,1280.00,556.04,-237.51,0,1193.25,28.85,-28.85,0,14.460,,0,Kepler-band,14.406,,0,6296.00,202.94,-214.87,0,1.23,0.21,-0.13,0,1.36,0.60,-0.23,0,2016-05-10,,,,,1.480,0.650,-0.270,0,Kepler
Kepler-1276,b,Kepler-1276 b,Transit,0,1,12.57200950,0.00010980,-0.00010980,0,,,,,,,,,,,,,,,,,,0.106,0.018,-0.010,0,,,,,0,1,0,1,19h11m25.68s,287.857010,+40d32m49.9s,40.547181,587.00,67.02,-48.86,0,546.90,7.09,-7.09,0,12.885,,0,Kepler-band,12.848,,0,6188.00,65.25,-55.24,0,1.14,0.05,-0.05,0,1.21,0.14,-0.10,0,2016-05-10,,,,,1.190,0.200,-0.110,0,Kepler
Kepler-1277,b,Kepler-1277 b,Transit,0,1,40.83650120,0.00045860,-0.00045860,0,,,,,,,,,,,,,,,,,,0.143,0.026,-0.010,0,,,,,0,1,0,1,19h40m24.58s,295.102413,+40d34m20.6s,40.572396,606.00,40.99,-34.03,0,566.24,5.92,-5.92,0,14.050,,0,Kepler-band,14.093,,0,5578.00,82.21,-68.73,0,0.94,0.04,-0.04,0,0.92,0.06,-0.05,0,2016-05-10,,,,,1.600,0.290,-0.110,0,Kepler
Kepler-1278,b,Kepler-1278 b,Transit,0,1,3.23941344,0.00001696,-0.00001696,0,,,,,,,,,,,,,,,,,,0.090,0.028,-0.011,0,,,,,0,1,0,1,18h51m49.66s,282.956935,+42d49m32.2s,42.825619,743.00,223.95,-88.31,0,912.68,16.93,-16.93,0,13.658,,0,Kepler-band,13.632,,0,6074.00,112.24,-128.32,0,1.11,0.11,-0.08,0,1.16,0.35,-0.13,0,2016-05-10,,,,,1.010,0.310,-0.120,0,Kepler
Kepler-1279,b,Kepler-1279 b,Transit,0,1,23.47741010,0.00024450,-0.00024450,0,,,,,,,,,,,,,,,,,,0.156,0.079,-0.024,0,,,,,0,1,0,1,19h12m22.95s,288.095635,+40d21m57.5s,40.365964,1017.00,454.91,-153.53,0,1561.57,38.14,-38.14,0,13.973,,0,Kepler-band,13.932,,0,6221.00,97.80,-110.44,0,1.21,0.19,-0.10,0,1.33,0.62,-0.19,0,2016-05-10,,,,,1.750,0.880,-0.270,0,Kepler
Kepler-128,b,Kepler-128 b,Transit,0,2,15.09000000,,,0,,,,,,,,,,,,,0.00242,0.00151,-0.00079,0,Mass,0.128,0.008,-0.008,0,1.46000,0.95000,-0.51000,0,1,1,0,2,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,400.93,3.97,-3.97,0,400.93,3.97,-3.97,0,11.390,,0,Kepler-band,11.289,,0,,,,,1.09,0.08,-0.05,0,1.61,0.10,-0.07,0,2016-09-15,0.77000,0.48000,-0.25000,0,1.430,0.090,-0.090,0,Kepler
Kepler-128,c,Kepler-128 c,Transit,0,2,22.80400000,,,0,,,,,,,,,,,,,0.00283,0.00182,-0.00091,0,Mass,0.120,0.007,-0.007,0,2.07000,1.41000,-0.72000,0,1,1,0,2,18h49m58.13s,282.492224,+43d58m48.8s,43.980213,400.93,3.97,-3.97,0,400.93,3.97,-3.97,0,11.390,,0,Kepler-band,11.289,,0,,,,,1.09,0.08,-0.05,0,1.61,0.10,-0.07,0,2016-09-15,0.90000,0.58000,-0.29000,0,1.340,0.080,-0.080,0,Kepler
Kepler-1280,b,Kepler-1280 b,Transit,0,1,66.55790570,0.00077050,-0.00077050,0,,,,,,,,,,,,,,,,,,0.167,0.074,-0.026,0,,,,,0,1,0,1,19h34m17.74s,293.573935,+45d23m04.3s,45.384541,1006.00,454.89,-161.67,0,1553.08,37.61,-37.61,0,14.074,,0,Kepler-band,14.000,,0,6227.00,121.69,-156.51,0,1.20,0.18,-0.11,0,1.32,0.59,-0.20,0,2016-05-10,,,,,1.870,0.830,-0.290,0,Kepler
Kepler-1281,b,Kepler-1281 b,Transit,0,1,3.11602791,0.00001300,-0.00001300,0,,,,,,,,,,,,,,,,,,0.146,0.012,-0.012,0,,,,,0,1,0,1,19h41m25.07s,295.354457,+48d30m55.5s,48.515404,1090.00,80.37,-74.13,0,1221.53,747.74,-747.74,0,15.790,,0,Kepler-band,15.997,,0,5353.00,86.50,-93.58,0,0.87,0.04,-0.05,0,0.83,0.06,-0.05,0,2016-05-10,,,,,1.640,0.130,-0.140,0,Kepler
Kepler-1282,b,Kepler-1282 b,Transit,0,1,2.13194651,0.00000687,-0.00000687,0,,,,,,,,,,,,,,,,,,0.138,0.019,-0.010,0,,,,,0,1,0,1,19h20m42.28s,290.176173,+46d41m54.0s,46.698338,1126.00,146.46,-77.10,0,1138.90,37.11,-37.11,0,15.545,,0,Kepler-band,15.492,,0,5504.00,81.08,-78.70,0,0.92,0.04,-0.04,0,0.89,0.11,-0.06,0,2016-05-10,,,,,1.550,0.210,-0.110,0,Kepler
Kepler-1283,b,Kepler-1283 b,Transit,0,1,12.94609780,0.00021850,-0.00021850,0,,,,,,,,,,,,,,,,,,0.170,0.070,-0.028,0,,,,,0,1,0,1,19h41m50.96s,295.462337,+40d46m37.1s,40.776969,1452.00,589.71,-245.76,0,3178.81,315.78,-315.78,0,15.079,,0,Kepler-band,15.070,,0,6175.00,183.18,-233.53,0,1.16,0.18,-0.11,0,1.25,0.51,-0.20,0,2016-05-10,,,,,1.910,0.790,-0.310,0,Kepler
Kepler-1284,b,Kepler-1284 b,Transit,0,1,0.66407381,0.00000148,-0.00000148,0,,,,,,,,,,,,,,,,,,0.108,0.009,-0.006,0,,,,,0,1,0,1,19h25m06.96s,291.279002,+47d41m15.5s,47.687649,852.00,50.63,-48.34,0,904.84,24.54,-24.54,0,15.645,,0,Kepler-band,15.662,,0,5123.00,62.80,-83.53,0,0.84,0.04,-0.04,0,0.79,0.05,-0.04,0,2016-05-10,,,,,1.210,0.100,-0.070,0,Kepler
Kepler-1285,b,Kepler-1285 b,Transit,0,1,14.79674580,0.00011340,-0.00011340,0,,,,,,,,,,,,,,,,,,0.087,0.009,-0.007,0,,,,,0,1,0,1,18h47m20.49s,281.835355,+44d09m21.3s,44.155926,364.00,35.76,-26.37,0,427.46,3.40,-3.40,0,11.714,,0,Kepler-band,11.650,,0,6170.00,67.21,-62.49,0,1.20,0.05,-0.04,0,1.28,0.12,-0.09,0,2016-05-10,,,,,0.970,0.100,-0.080,0,Kepler
Kepler-1286,b,Kepler-1286 b,Transit,0,1,11.25402929,0.00006812,-0.00006812,0,,,,,,,,,,,,,,,,,,0.192,0.040,-0.016,0,,,,,0,1,0,1,18h41m02.01s,280.258382,+43d50m08.8s,43.835766,1150.00,236.63,-90.45,0,1409.23,47.66,-47.66,0,15.166,,0,Kepler-band,15.142,,0,5753.00,74.56,-79.20,0,1.00,0.05,-0.05,0,0.98,0.20,-0.07,0,2016-05-10,,,,,2.150,0.450,-0.180,0,Kepler
Kepler-1287,b,Kepler-1287 b,Transit,0,1,11.47685909,0.00006466,-0.00006466,0,,,,,,,,,,,,,,,,,,0.137,0.020,-0.012,0,,,,,0,1,0,1,19h16m32.32s,289.134661,+47d03m46.8s,47.062996,1027.00,142.05,-83.16,0,1032.76,27.34,-27.34,0,15.051,,0,Kepler-band,15.007,,0,5715.00,93.97,-83.95,0,0.96,0.05,-0.06,0,0.94,0.13,-0.07,0,2016-05-10,,,,,1.540,0.220,-0.130,0,Kepler
Kepler-1288,b,Kepler-1288 b,Transit,0,1,2.76122421,0.00001477,-0.00001477,0,,,,,,,,,,,,,,,,,,0.100,0.042,-0.014,0,,,,,0,1,0,1,19h02m51.24s,285.713488,+41d36m21.1s,41.605873,715.00,288.80,-99.54,0,714.09,46.64,-46.64,0,13.321,,0,Kepler-band,13.177,,0,6132.00,87.95,-135.79,0,1.20,0.16,-0.08,0,1.29,0.54,-0.17,0,2016-05-10,,,,,1.120,0.470,-0.160,0,Kepler
Kepler-1289,b,Kepler-1289 b,Transit,0,1,7.99019627,0.00005083,-0.00005083,0,,,,,,,,,,,,,,,,,,0.136,0.044,-0.021,0,,,,,0,1,0,1,19h45m33.31s,296.388807,+41d02m26.1s,41.040571,1059.00,348.88,-180.86,0,1086.11,22.44,-22.44,0,14.590,,0,Kepler-band,14.599,,0,6080.00,245.65,-268.17,0,1.10,0.17,-0.10,0,1.17,0.37,-0.18,0,2016-05-10,,,,,1.520,0.490,-0.240,0,Kepler
Kepler-129,b,Kepler-129 b,Transit,0,2,15.79186000,0.00006800,-0.00006800,0,0.131000,,,0,,,,,,,,,,,,,,0.211,0.019,-0.019,0,,,,,0,1,0,1,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,413.68,4.42,-4.42,0,413.68,4.42,-4.42,0,11.696,,0,Kepler-band,11.644,,0,5770.00,83.00,-83.00,0,,,,,1.64,0.05,-0.05,0,2014-05-14,,,,,2.370,0.210,-0.210,0,Kepler
Kepler-129,c,Kepler-129 c,Transit,0,2,82.20017000,0.00068000,-0.00068000,0,0.393000,,,0,,,,,,,,,,,,,,0.227,0.009,-0.009,0,,,,,0,1,0,1,19h01m14.71s,285.311284,+47d50m54.9s,47.848595,413.68,4.42,-4.42,0,413.68,4.42,-4.42,0,11.696,,0,Kepler-band,11.644,,0,5770.00,83.00,-83.00,0,,,,,1.64,0.05,-0.05,0,2014-05-14,,,,,2.550,0.100,-0.100,0,Kepler
Kepler-1290,b,Kepler-1290 b,Transit,0,1,4.69500134,0.00004206,-0.00004206,0,,,,,,,,,,,,,,,,,,0.127,0.019,-0.012,0,,,,,0,1,0,1,19h22m44.46s,290.685249,+43d51m34.7s,43.859638,1321.00,181.91,-106.70,0,1668.97,96.68,-96.68,0,15.711,,0,Kepler-band,15.691,,0,5660.00,114.11,-108.37,0,0.95,0.05,-0.05,0,0.93,0.13,-0.07,0,2016-05-10,,,,,1.420,0.210,-0.130,0,Kepler
Kepler-1291,b,Kepler-1291 b,Transit,0,1,8.63043276,0.00006731,-0.00006731,0,,,,,,,,,,,,,,,,,,0.148,0.009,-0.016,0,,,,,0,1,0,1,19h17m30.49s,289.377032,+40d00m04.1s,40.001151,982.00,65.31,-62.48,0,920.42,27.71,-27.71,0,15.868,,0,Kepler-band,15.883,,0,5216.00,81.36,-108.14,0,0.84,0.04,-0.05,0,0.80,0.05,-0.05,0,2016-05-10,,,,,1.660,0.100,-0.180,0,Kepler
Kepler-1292,b,Kepler-1292 b,Transit,0,1,3.27646405,0.00001548,-0.00001548,0,,,,,,,,,,,,,,,,,,0.162,0.026,-0.012,0,,,,,0,1,0,1,18h59m37.37s,284.905720,+43d56m57.0s,43.949169,1406.00,219.64,-102.48,0,1559.48,102.45,-102.45,0,15.934,,0,Kepler-band,15.948,,0,5556.00,63.00,-77.30,0,0.95,0.04,-0.04,0,0.93,0.14,-0.06,0,2016-05-10,,,,,1.820,0.290,-0.140,0,Kepler
Kepler-1293,b,Kepler-1293 b,Transit,0,1,5.57654784,0.00004024,-0.00004024,0,,,,,,,,,,,,,,,,,,0.087,0.037,-0.013,0,,,,,0,1,0,1,19h20m06.22s,290.025921,+48d20m09.4s,48.335949,770.00,330.20,-115.71,0,1059.58,15.52,-15.52,0,13.383,,0,Kepler-band,13.300,,0,6241.00,114.93,-99.80,0,1.18,0.18,-0.10,0,1.28,0.55,-0.18,0,2016-05-10,,,,,0.970,0.420,-0.150,0,Kepler
Kepler-1294,b,Kepler-1294 b,Transit,0,1,115.68622580,0.00084450,-0.00084450,0,,,,,,,,,,,,,,,,,,0.285,0.048,-0.028,0,,,,,0,1,0,1,19h25m04.34s,291.268101,+44d29m17.5s,44.488194,1120.00,189.56,-110.33,0,1960.60,101.73,-101.73,0,15.174,,0,Kepler-band,15.150,,0,5776.00,152.50,-137.20,0,0.99,0.07,-0.06,0,0.97,0.16,-0.09,0,2016-05-10,,,,,3.190,0.540,-0.310,0,Kepler
Kepler-1295,b,Kepler-1295 b,Transit,0,1,3.81371974,0.00002278,-0.00002278,0,,,,,,,,,,,,,,,,,,0.138,0.018,-0.011,0,,,,,0,1,0,1,19h25m35.49s,291.397864,+45d35m18.8s,45.588559,1257.00,142.81,-84.25,0,1213.77,58.27,-58.27,0,15.890,,0,Kepler-band,15.908,,0,5486.00,70.55,-100.36,0,0.92,0.04,-0.04,0,0.89,0.10,-0.06,0,2016-05-10,,,,,1.550,0.200,-0.120,0,Kepler
Kepler-1296,b,Kepler-1296 b,Transit,0,1,8.38398650,0.00008648,-0.00008648,0,,,,,,,,,,,,,,,,,,0.081,0.008,-0.005,0,,,,,0,1,0,1,19h28m30.05s,292.125189,+41d24m28.1s,41.407814,631.00,53.03,-41.84,0,1622.84,63.17,-63.17,0,14.667,,0,Kepler-band,14.627,,0,5359.00,98.28,-120.32,0,0.87,0.04,-0.05,0,0.83,0.07,-0.05,0,2016-05-10,,,,,0.910,0.090,-0.060,0,Kepler
Kepler-1297,b,Kepler-1297 b,Transit,0,1,1.68189002,0.00001032,-0.00001032,0,,,,,,,,,,,,,,,,,,0.087,0.014,-0.008,0,,,,,0,1,0,1,19h19m49.56s,289.956501,+47d01m13.4s,47.020393,996.00,163.95,-94.27,0,1501.72,46.50,-46.50,0,14.812,,0,Kepler-band,14.782,,0,5818.00,83.49,-92.17,0,0.99,0.06,-0.06,0,0.99,0.16,-0.09,0,2016-05-10,,,,,0.970,0.160,-0.090,0,Kepler
Kepler-1298,b,Kepler-1298 b,Transit,0,1,7.12811928,0.00004863,-0.00004863,0,,,,,,,,,,,,,,,,,,0.117,0.021,-0.021,0,,,,,0,1,0,1,18h57m41.46s,284.422735,+49d06m22.4s,49.106224,498.00,83.99,-84.79,0,552.77,6.91,-6.91,0,11.392,,0,Kepler-band,11.313,,0,6339.00,64.06,-65.86,0,1.45,0.12,-0.11,0,2.00,0.34,-0.35,0,2016-05-10,,,,,1.310,0.230,-0.230,0,Kepler
Kepler-1299,b,Kepler-1299 b,Transit,0,1,19.94008740,0.00014570,-0.00014570,0,,,,,,,,,,,,,,,,,,0.266,0.059,-0.037,0,,,,,0,1,0,1,19h04m36.04s,286.150155,+37d24m41.0s,37.411377,1352.00,196.30,-103.91,0,1462.37,87.45,-87.45,0,15.922,,0,Kepler-band,15.900,,0,5609.00,92.88,-129.75,0,0.94,0.04,-0.06,0,0.91,0.13,-0.06,0,2016-05-10,,,,,2.980,0.660,-0.420,0,Kepler
Kepler-130,b,Kepler-130 b,Transit,0,3,8.45745800,0.00003900,-0.00003900,0,0.079000,,,0,,,,,,,,,,,,,,0.091,0.004,-0.004,0,,,,,1,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,2.36,-2.36,0,319.57,2.36,-2.36,0,11.529,,0,Kepler-band,11.825,,0,5884.00,75.00,-75.00,0,,,,,1.13,0.03,-0.03,0,2014-05-14,,,,,1.020,0.040,-0.040,0,Kepler
Kepler-130,c,Kepler-130 c,Transit,0,3,27.50868000,0.00006000,-0.00007000,0,0.178000,0.005000,-0.005000,0,0.000000,0.070000,0.000000,0,89.340,0.660,-0.310,0,,,,,,0.259,0.022,-0.022,0,,,,,1,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,2.36,-2.36,0,319.57,2.36,-2.36,0,11.529,,0,Kepler-band,11.825,,0,5884.00,75.00,-75.00,0,,,,,1.13,0.03,-0.03,0,2014-05-14,,,,,2.900,0.250,-0.250,0,Kepler
Kepler-130,d,Kepler-130 d,Transit,0,3,87.51790500,0.00074400,-0.00074400,0,0.377000,,,0,,,,,,,,,,,,,,0.146,0.014,-0.014,0,,,,,0,1,0,1,19h13m48.16s,288.450665,+40d14m43.1s,40.245305,319.57,2.36,-2.36,0,319.57,2.36,-2.36,0,11.529,,0,Kepler-band,11.825,,0,5884.00,75.00,-75.00,0,,,,,1.13,0.03,-0.03,0,2014-05-14,,,,,1.640,0.160,-0.160,0,Kepler
Kepler-1300,b,Kepler-1300 b,Transit,0,1,22.24190920,0.00024540,-0.00024540,0,,,,,,,,,,,,,,,,,,0.122,0.027,-0.028,0,,,,,0,1,0,1,19h16m07.93s,289.033022,+40d05m12.8s,40.086887,757.00,163.10,-171.32,0,794.61,14.84,-14.84,0,12.816,,0,Kepler-band,12.768,,0,6130.00,87.31,-108.91,0,1.29,0.16,-0.15,0,1.79,0.38,-0.41,0,2016-05-10,,,,,1.370,0.300,-0.310,0,Kepler
Kepler-1301,b,Kepler-1301 b,Transit,0,1,9.08237046,0.00004331,-0.00004331,0,,,,,,,,,,,,,,,,,,0.125,0.012,-0.007,0,,,,,0,1,0,1,19h06m25.00s,286.604183,+42d26m25.1s,42.440319,816.00,50.86,-42.30,0,875.50,20.82,-20.82,0,15.400,,0,Kepler-band,15.373,,0,5188.00,55.60,-60.07,0,0.85,0.04,-0.04,0,0.81,0.05,-0.04,0,2016-05-10,,,,,1.400,0.130,-0.080,0,Kepler
